Generating pseudo labels for c data
pseudo label correct rate is 0.8783333333333333
Data statistic {'p': 591, 'b': 600, 'i': 600}
=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
PromptGenerator                          106,496
├─ParameterList: 1-1                     24,576
=================================================================
Total params: 131,072
Trainable params: 131,072
Non-trainable params: 0
=================================================================
PromptGenerator =================================================================
Layer (type:depth-idx)                   Param #
=================================================================
PromptGenerator                          106,496
├─ParameterList: 1-1                     24,576
=================================================================
Total params: 131,072
Trainable params: 131,072
Non-trainable params: 0
=================================================================
name: ctx_cls, shape torch.Size([12, 16, 512]), require grad: True
name: ctx_target, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.0, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.1, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.2, shape torch.Size([1, 16, 512]), require grad: True
Best accuracy so far: 0.9774305555555556, step 278, accuracy 0.9305555555555556
Best accuracy so far: 0.9774305555555556, step 279, accuracy 0.9288194444444444
Best accuracy so far: 0.9774305555555556, step 280, accuracy 0.9357638888888888
Best accuracy so far: 0.9774305555555556, step 281, accuracy 0.9305555555555556
Best accuracy so far: 0.9774305555555556, step 282, accuracy 0.9305555555555556
Best accuracy so far: 0.9774305555555556, step 283, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 284, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 285, accuracy 0.9479166666666666
Best accuracy so far: 0.9774305555555556, step 286, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 287, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 288, accuracy 0.9357638888888888
Best accuracy so far: 0.9774305555555556, step 289, accuracy 0.9357638888888888
Best accuracy so far: 0.9774305555555556, step 290, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 291, accuracy 0.9305555555555556
Best accuracy so far: 0.9774305555555556, step 292, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 293, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 294, accuracy 0.9288194444444444
Best accuracy so far: 0.9774305555555556, step 295, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 296, accuracy 0.9305555555555556
Best accuracy so far: 0.9774305555555556, step 297, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 298, accuracy 0.9253472222222222
Best accuracy so far: 0.9774305555555556, step 299, accuracy 0.9270833333333334
